ORF	Protein Molecules/Cell
YJR109C	18037.7395310614
YJR110W	1083.6812483905
YJR111C	1885.4912664347
YJR112W	2071.5498589062
YJR113C	1336.4179403345
YJR117W	19640.0872761759
YJR118C	1155.2513414061
YJR119C	289.5051434443
YJR121W	164249.493451128
YJR122W	2959.7865430689
YJR126C	111.9100466934
YJR129C	1551.2716815962
YJR130C	2071.5498589062
YJR131W	8260.2947760189
YJR132W	13524.1153399815
YJR133W	720.5172912198
YJR134C	299.5191020804
YJR135C	1025.559691608
YJR136C	1471.6358688915
YJR137C	2903.6122407164
YJR138W	279.4032573719
YJR139C	48916.3921588942
YJR140C	921.7759599044
YJR142W	216.6344940172
YJR143C	1267.5166553821
YJR145C	572.556510114
YJR146W	951.7158018827
YJR147W	2046.992119127
YJR148W	25946.1799629279
YJR149W	172.1478323647
YJR154W	1603.7931122185
YJR156C	752.3255359761
YJR161C	814.9573717329
YKL001C	2169.0631860444
YKL004W	4174.0670409881
YKL005C	891.5894029485
YKL006W	45332.0336242852
YKL007W	4380.6422368738
YKL008C	2835.839686762
YKL009W	18166.9525413084
YKL010C	7376.4078465249
YKL013C	9017.9330162837
YKL014C	5886.7863008686
YKL015W	736.4646183164
YKL016C	6820.5722423018
YKL017C	1040.1661565026
YKL018C-A	357.9774132475
YKL018W	704.4806631731
YKL019W	395.6283435379
YKL020C	432.3971638247
YKL021C	3730.6713721085
YKL022C	2752.9402944837
YKL023W	1733.2622972652
YKL024C	1498.2989478748
YKL025C	1603.7931122185
YKL027W	1169.4302239778
YKL028W	35882.6060606032
YKL029C	10456.8455147671
YKL033W	720.5172912198
YKL035W	17173.0768020755
YKL038W	194.7116977248
YKL040C	11256.3132091454
YKL041W	1885.4912664347
YKL043W	1417.9400162189
YKL046C	2583.7131248016
YKL047W	2548.8607545617
YKL048C	148.8112425442
YKL052C	2835.839686762
YKL053C-A	3870.0743306775
YKL054C	3378.4849438341
YKL055C	1758.8607802603
YKL056C	27826.5902936096
YKL058W	3910.1937474524
YKL059C	1126.7610050868
YKL060C	1018216.06094757
YKL061W	1239.6929463183
YKL063C	2193.2682071823
YKL064W	258.9158930092
YKL065C	7205.8150518865
YKL067W	7133.0835324185
YKL068W	357.9774132475
YKL069W	2606.8824065397
YKL072W	211.2081973082
YKL073W	136.796664457
YKL074C	4174.0670409881
YKL075C	98.9415232018
YKL077W	606.1982940209
YKL078W	720.5172912198
YKL079W	1923.0602612185
YKL080W	21114.4060491832
YKL081W	102130.306561732
YKL085W	28103.8177061441
YKL086W	538.4095771344
YKL088W	2937.3492840016
YKL089W	465.1625798011
YKL091C	2869.7762943515
YKL092C	1225.7221759237
YKL094W	2144.7900218404
YKL095W	2253.4899496255
YKL096W	2059.2801982614
YKL096W-a	1589836.91145789
YKL103C	5727.807925802
YKL104C	14250.4460542059
YKL105C	538.4095771344
YKL106W	2914.8688258433
YKL108W	655.8032161618
YKL110C	5259.0655759834
YKL112W	4818.4876903851
YKL113C	6116.2223169171
YKL114C	7254.4295602389
YKL116C	1511.5857252334
YKL117W	33724.8543047462
YKL119C	2034.6854550539
YKL120W	5347.3906855465
YKL121W	503.7084662699
YKL122C	3400.1495013016
YKL124W	450.486391395
YKL125W	137.8017305392
YKL126W	2948.5732824727
YKL127W	9822.5542685444
YKL128C	3253.2237715641
YKL129C	154.7269600413
YKL130C	4071.9460744903
YKL134C	2687.5722804063
YKL135C	2687.5722804063
YKL137W	258.9158930092
YKL138C	2120.4475519877
YKL139W	124.5101173897
YKL140W	1471.6358688915
YKL141W	238.0117922074
YKL142W	1551.2716815962
YKL143W	589.4377909277
YKL144C	752.3255359761
YKL145W	105.4759668209
YKL148C	10402.3860722385
YKL149C	1126.7610050868
YKL150W	1923.0602612185
YKL151C	3870.0743306775
YKL152C	171982.106118438
YKL154W	8247.6320002425
YKL155C	1898.0350165331
YKL156W	43307.0540745306
YKL157W	2914.8688258433
YKL159C	521.1316998811
YKL160W	5863.9926362159
YKL162C	1098.0882582037
YKL164C	1170
YKL166C	1590.7038243054
YKL168C	981.4205090352
YKL170W	2455.326041069
YKL173W	299.5191020804
YKL179C	2653.0665869815
YKL181W	11676.9247311532
YKL182W	91807.9252394159
YKL183W	5932.455733052
YKL184W	688.3516602345
YKL185W	1797.0840343749
YKL189W	1281.3708901358
YKL191W	3486.4642875422
YKL192C	60512.339474813
YKL193C	3867.4583248388
YKL194C	1239.6929463183
YKL195W	5040.2599067088
YKL197C	2096.034577029
YKL204W	3236.7965302957
YKL205W	3486.4642875422
YKL206C	2937.3492840016
YKL210W	17715.9607783834
YKL211C	13406.2243079489
YKL212W	48039.7157460634
YKL213C	6796.7131902858
YKL214C	1308.9672167951
YKL215C	3181.8864811569
YKL216W	263886.234854787
YKR001C	5955.3314202366
YKR002W	17078.8629572733
YKR003W	2548.8607545617
YKR004C	845.8189247369
YKR006C	1363.7275340396
YKR007W	2744.8359377597
YKR008W	8569.1272036185
YKR010C	338.7778519542
YKR011C	3148.8259239221
YKR014C	9384.6209653613
YKR016W	5727.807925802
YKR017C	2253.4899496255
YKR018C	1771.6248752844
YKR020W	319.3003892695
YKR021W	414.1154570885
YKR022C	891.5894029485
YKR023W	1707.5683474583
YKR024C	1458.2587545042
YKR025W	1590.7038243054
YKR026C	8965.9199128082
YKR027W	2537.2166860902
YKR029C	622.8430059684
YKR031C	49.1575024918
YKR035W-A	2443.5716161957
YKR036C	589.4377909277
YKR038C	1267.5166553821
YKR041W	216.6344940172
YKR042W	56907.742911925
YKR043C	11452.0034982368
YKR044W	319.3003892695
YKR046C	2156.9351936424
YKR048C	8070.9869985354
YKR049C	1239.6929463183
YKR052C	1336.4179403345
YKR054C	194.7116977248
YKR057W	27366.4422286139
YKR059W	106018.191681685
YKR060W	3060.232559141
YKR062W	1147.9779528048
YKR063C	646.6439995847
YKR064W	148.8112425442
YKR065C	3004.5334190662
YKR066C	6725.2917211808
YKR067W	3104.608742821
YKR068C	2372.7423161073
YKR070W	3870.0743306775
YKR071C	1047.45003936
YKR072C	3750.4889003635
YKR074W	1225.7221759237
YKR075C	1960.4455070212
YKR076W	1668.843655697
YKR077W	861.1434606989
YKR078W	1267.5166553821
YKR079C	2710.5142262988
YKR080W	16196.7161056421
YKR081C	32362.5079979014
YKR082W	3060.232559141
YKR083C	279.4032573719
YKR084C	2750.5457047654
YKR085C	357.9774132475
YKR086W	1253.624220155
YKR088C	11256.3132091454
YKR089C	194.7116977248
YKR090W	1308.9672167951
YKR092C	12937.8746994641
YKR094C	28196.4158899761
YKR095W	2710.5142262988
YKR096W	194.7116977248
YKR099W	861.1434606989
YLL001W	9622.7266614066
YLL002W	1141.0285435955
YLL006W	2490.5048837063
YLL007C	486.1322481776
YLL010C	5615.0811570089
YLL011W	6624.6141763924
YLL012W	7770.9410366439
YLL013C	845.8189247369
YLL018C-A	5750.4364493599
YLL021W	274.3178526293
YLL022C	4548.1110906356
YLL023C	1681.776763163
YLL024C	364127.671946296
YLL026W	32808.2143242214
YLL027W	124.5101173897
YLL028W	1471.6358688915
YLL029W	3236.7965302957
YLL031C	299.5191020804
YLL032C	921.7759599044
YLL034C	4485.0822659475
YLL036C	11688.4541899915
YLL038C	1960.4455070212
YLL040C	124.5101173897
YLL041C	9543.1528053162
YLL043W	906.7142854482
YLL045C	80188.8709571022
YLL048C	3004.5334190662
YLL050C	19606.9661501746
YLL054C	338.7778519542
YLL058W	2071.5498589062
YLL062C	606.1982940209
YLR001C	205.7465961204
YLR002C	11747.4900601764
YLR003C	1197.6594091073
YLR005W	2337.1281790302
YLR006C	1197.6594091073
YLR011W	1267.5166553821
YLR015W	1308.9672167951
YLR016C	1471.6358688915
YLR017W	4824.3590392416
YLR020C	1629.8915548926
YLR021W	1822.4527776717
YLR022C	5062.0105427196
YLR024C	49.1575024918
YLR025W	3269.6301719607
YLR026C	299.5191020804
YLR027C	7696.481883353
YLR028C	7696.481883353
YLR032W	1524.8431866141
YLR033W	4464.1333144591
YLR035C	71.5618692338
YLR035C-A	216.6344940172
YLR036C	966.5968624001
YLR038C	1390.9002255948
YLR039C	78.6235305108
YLR043C	8578.8109649844
YLR044C	8965.9199128082
YLR045C	1655.8852847577
YLR048W	60864.7948028228
YLR049C	338.7778519542
YLR050C	357.9774132475
YLR052W	2277.4651300666
YLR055C	8425.4572217249
YLR056W	36200.4047542282
YLR057W	71.5618692338
YLR058C	67558.7907001028
YLR059C	1726.8478429823
YLR060W	5442.5016984276
YLR061W	60394.9954028574
YLR064W	2241.4782958786
YLR066W	6844.457184496
YLR067C	1155.2513414061
YLR068W	1458.2587545042
YLR069C	6348.3570448385
YLR071C	319.3003892695
YLR072W	672.1270087993
YLR073C	376.9212091513
YLR074C	5626.3225587622
YLR079W	768.1027686178
YLR082C	538.4095771344
YLR084C	3671.4144529815
YLR085C	238.0117922074
YLR086W	572.556510114
YLR089C	9956.4775758411
YLR090W	1211.7112303034
YLR093C	1885.4912664347
YLR094C	1054.7212022
YLR095C	7523.6107492706
YLR098C	395.6283435379
YLR103C	1725.7581942339
YLR104W	1985.2695217318
YLR105C	319.370490916
YLR106C	538.4095771344
YLR108C	189.1352265558
YLR109W	16227.9342523303
YLR110C	158048.53772897
YLR113W	6784.7933838777
YLR114C	7499.0143948673
YLR115W	3064.8379137134
YLR116W	4375.7459416084
YLR117C	2135.6115160007
YLR118C	1484.9824628795
YLR120C	5436.170201652
YLR126C	1511.5857252334
YLR127C	432.3971638247
YLR129W	9622.7266614066
YLR131C	538.4095771344
YLR132C	486.1322481776
YLR133W	3930.3014722822
YLR134W	471316.213277623
YLR135W	274.3178526293
YLR137W	468.3946500874
YLR138W	1484.9824628795
YLR139C	3432.5814334175
YLR142W	183.5170762204
YLR143W	2265.4855184045
YLR144C	1417.9400162189
YLR145W	555.5490567277
YLR146C	3870.0743306775
YLR148W	2022.3600368153
YLR150W	46842.341976042
YLR151C	238.0117922074
YLR153C	224829.627819268
YLR154C	555.5490567277
YLR163C	1355.0679111003
YLR166C	2343.0733016411
YLR168C	2914.8688258433
YLR170C	6371.7174721171
YLR172C	13479.8687271949
YLR174W	2618.4476213701
YLR175W	33648.7538935868
YLR176C	376.9212091513
YLR177W	1551.2716815962
YLR178C	1025.559691608
YLR179C	6231.9547501924
YLR180W	103236.533490774
YLR181C	4401.469187709
YLR182W	3335.0504726649
YLR183C	284.4654818507
YLR185W	21761.1791128679
YLR188W	1040.1661565026
YLR189C	395.6283435379
YLR190W	1069.2258916953
YLR191W	7895.5319738023
YLR192C	17876.6258080038
YLR193C	704.4806631731
YLR194C	688.3516602345
YLR196W	43837.1596580281
YLR197W	13520.5431980943
YLR199C	1350.090108664
YLR200W	783.7988872508
YLR201C	3421.7793883197
YLR203C	4802.9305744408
YLR206W	1972.8673365865
YLR208W	21437.0367333189
YLR209C	1629.8915548926
YLR210W	98.9415232018
YLR212C	7202.6769282237
YLR214W	891.5894029485
YLR215C	4845.8170378498
YLR216C	18621.4406406963
YLR218C	906.7142854482
YLR219W	130.6897311709
YLR220W	2835.839686762
YLR221C	2937.3492840016
YLR222C	8070.9869985354
YLR223C	1431.4112664128
YLR225C	3990.8159655432
YLR226W	2914.8688258433
YLR228C	78.6235305108
YLR231C	3060.232559141
YLR234W	468.3946500874
YLR237W	3115.6778117042
YLR239C	1197.6594091073
YLR240W	1083.6812483905
YLR244C	19590.4120845104
YLR245C	3115.6778117042
YLR247C	142.8357447648
YLR248W	1790.7277963449
YLR249W	870577.679429844
YLR250W	6904.2825841198
YLR251W	1872.9264876805
YLR253W	1603.7931122185
YLR254C	1538.071714315
YLR257W	18605.1490892873
YLR258W	14599.3788638343
YLR260W	1758.8607802603
YLR262C	7721.276913775
YLR262C-A	3104.608742821
YLR264W	8604.4531276938
YLR265C	376.9212091513
YLR268W	395.6283435379
YLR270W	9916.2415961396
YLR271W	1471.6358688915
YLR272C	2537.2166860902
YLR274W	10330.8528357946
YLR275W	799.4163217257
YLR277C	17426.1191440344
YLR278C	1083.6812483905
YLR285W	7278.774765733
YLR286C	6348.3570448385
YLR287C	9096.1272205489
YLR287C-A	37610.2230443682
YLR288C	414.1154570885
YLR289W	1885.4912664347
YLR290C	1417.9400162189
YLR291C	6652.5633091671
YLR292C	5292.1340591591
YLR295C	6139.3149860266
YLR297W	921.7759599044
YLR298C	2144.7900218404
YLR299W	672.1270087993
YLR300W	4276.9681590959
YLR301W	15437.7261453986
YLR304C	96654.9883709105
YLR305C	845.8189247369
YLR309C	2349.0146319007
YLR310C	319.3003892695
YLR312W-A	6488.9174077474
YLR313C	672.1270087993
YLR315W	1629.8915548926
YLR316C	891.5894029485
YLR319C	2606.8824065397
YLR321C	3943.3964843189
YLR323C	996.1880404995
YLR324W	4569.1811770449
YLR325C	50240.5762494888
YLR326W	1524.8431866141
YLR327C	503.7084662699
YLR328W	5127.4362538354
YLR330W	172.1478323647
YLR333C	162333.63873246
YLR335W	2959.7865430689
YLR336C	3060.232559141
YLR345W	3378.4849438341
YLR347C	51705.2243951284
YLR348C	3389.3215771565
YLR350W	5237.0556368193
YLR351C	4506.0615816521
YLR352W	124.5101173897
YLR354C	53034.1912490295
YLR355C	882840.668941792
YLR357W	2325.2264986127
YLR358C	1733.2622972652
YLR360W	1069.2258916953
YLR361C	1935.5421617326
YLR362W	736.4646183164
YLR363C	6093.1566336359
YLR363W-A	6654.1045143234
YLR364W	572.556510114
YLR367W	19739.5545116165
YLR369W	5547.7792895564
YLR370C	1923.0602612185
YLR373C	2948.5732824727
YLR375W	1239.6929463183
YLR376C	876.3996935368
YLR377C	589.4377909277
YLR378C	24762.907192958
YLR380W	9596.1792968142
YLR381W	319.3003892695
YLR382C	2120.4475519877
YLR383W	338.7778519542
YLR384C	10538.6996786996
YLR385C	4235.7145581398
YLR386W	12388.4640274372
YLR387C	2241.4782958786
YLR388W	6488.9174077474
YLR390W	1885.4912664347
YLR390W-A	42022.0220281079
YLR392C	736.4646183164
YLR393W	1885.4912664347
YLR395C	672.1270087993
YLR396C	830.424216702
YLR397C	799.4163217257
YLR398C	5773.0925990526
YLR399C	8096.1493730747
YLR401C	3632.0735588404
YLR403W	258.9158930092
YLR404W	845.8189247369
YLR405W	3389.3215771565
YLR406C	57484.4777490919
YLR407W	3137.786350007
YLR408C	468.3946500874
YLR409C	2022.3600368153
YLR410W	8810.4414203878
YLR412W	6488.9174077474
YLR413W	4276.9681590959
YLR414C	1655.8852847577
YLR417W	2467.0663268186
YLR418C	538.4095771344
YLR419W	194.7116977248
YLR420W	12734.6014166697
YLR421C	12245.1152508862
YLR422W	238.0117922074
YLR423C	357.9774132475
YLR424W	555.5490567277
YLR426W	2132.6275242022
YLR427W	921.7759599044
YLR429W	2903.6122407164
YLR430W	124.5101173897
YLR431C	538.4095771344
YLR432W	26271.8474288246
YLR433C	7036.4646680066
YLR435W	13376.8015662389
YLR436C	1083.6812483905
YLR438C-A	7060.5810893362
YLR438W	71974.6583630485
YLR439W	7696.481883353
YLR440C	1835.1038353991
YLR441C	92449.7251671922
YLR442C	1404.4364918104
YLR447C	1629.8915548926
YLR448W	38423.2884223852
YLR449W	14148.2575533446
YLR450W	148.8112425442
YLR451W	124.5101173897
YLR452C	5978.2343681951
YLR453C	589.4377909277
YLR454W	1363.7275340396
YLR455W	2606.8824065397
YLR456W	589.4377909277
YLR457C	338.7778519542
YLR460C	799.4163217257
YML001W	5525.4012878592
YML004C	2572.1088833242
YML005W	655.8032161618
YML006C	222.0268075517
YML007W	1616.8555807358
YML008C	53824.7528196121
YML009C	2478.7925744631
YML010W	2343.0733016411
YML011C	1083.6812483905
YML012W	51687.4111857566
YML013W	12618.8940737135
YML014W	2360.885972901
YML016C	216.6344940172
YML017W	2193.2682071823
YML018C	2010.0156923387
YML019W	1083.6812483905
YML020W	376.9212091513
YML021C	4824.3590392416
YML022W	11200.5939907178
YML023C	906.7142854482
YML024W	30922.3283683336
YML025C	1183.5659892807
YML026C	112075.679181179
YML027W	861.1434606989
YML028W	378211.795657106
YML029W	1885.4912664347
YML030W	1211.7112303034
YML031W	3029.1839316509
YML032C	1083.6812483905
YML034W	2096.034577029
YML035C	3910.1937474524
YML037C	814.9573717329
YML042W	450.486391395
YML043C	476.1010327567
YML046W	4460.8693766952
YML048W	21420.0184074243
YML051W	783.7988872508
YML052W	16951.0635895504
YML053C	655.8032161618
YML054C	4590.2814139267
YML055W	4888.8214375272
YML056C	2970.9891268808
YML057W	7108.8905546267
YML058W	18751.9319700001
YML059C	521.1316998811
YML060W	3691.1340823112
YML061C	258.9158930092
YML062C	5909.607346566
YML063W	106577.266904162
YML064C	572.556510114
YML065W	3932.5031629151
YML067C	3004.5334190662
YML068W	845.8189247369
YML069W	22442.4869885489
YML070W	23596.902991211
YML071C	6441.958020886
YML072C	4276.9681590959
YML073C	37104.8019131957
YML074C	9490.2174573899
YML076C	906.7142854482
YML078W	1960.4455070212
YML080W	1860.3404678557
YML081C-A	6535.9823372006
YML081W	672.1270087993
YML082W	2813.1584643466
YML085C	5592.6192669301
YML086C	6185.5811273097
YML088W	639.376548517
YML091C	1155.2513414061
YML092C	7060.5810893362
YML093W	1471.6358688915
YML094W	2903.6122407164
YML096W	3750.4889003635
YML097C	4276.9681590959
YML098W	2083.801264799
YML100W	1960.4455070212
YML101C	1847.7329905801
YML102W	2132.6275242022
YML103C	11676.9247311532
YML104C	783.7988872508
YML106W	39344.3997602367
YML107C	2205.3455177275
YML108W	2606.8824065397
YML109W	105.4759668209
YML110C	8096.1493730747
YML111W	338.7778519542
YML112W	2641.5396274417
YML113W	4696.2330172521
YML114C	4683.6182047097
YML115C	4749.488951802
YML116W	1720.4273891027
YML117W	1538.071714315
YML118W	414.1154570885
YML120C	5237.0556368193
YML121W	906.7142854482
YML123C	334706.082979587
YML124C	12331.062488648
YML125C	29034.0301846443
YML126C	34807.3994067722
YML127W	2606.8824065397
YML128C	1069.2258916953
YML129C	6844.457184496
YML132W	639.376548517
YMR001C	1483.6272631843
YMR002W	6964.2690488454
YMR003W	2824.5048028739
YMR004W	2205.3455177275
YMR005W	1935.5421617326
YMR006C	622.8430059684
YMR010W	936.7759726021
YMR012W	16951.0635895504
YMR014W	3247.7503479427
YMR015C	24656.1885470084
YMR016C	314.3846600749
YMR019W	98.9415232018
YMR020W	6964.2690488454
YMR021C	14841.7635832592
YMR022W	2096.034577029
YMR023C	768.1027686178
YMR024W	299.5191020804
YMR026C	906.7142854482
YMR027W	6185.5811273097
YMR029C	4011.051030698
YMR031C	5570.1852968771
YMR032W	194.7116977248
YMR033W	1790.7277963449
YMR037C	124.5101173897
YMR038C	11988.394689143
YMR039C	7820.7037085828
YMR043W	8965.9199128082
YMR044W	5818.4876119064
YMR048W	357.9774132475
YMR049C	2676.0828322888
YMR052W	1538.071714315
YMR054W	1083.6812483905
YMR058W	1047.45003936
YMR060C	1577.5873845776
YMR061W	5354.6176394208
YMR064W	503.7084662699
YMR066W	395.6283435379
YMR067C	3573.3091406546
YMR068W	1183.5659892807
YMR070W	1694.6848986276
YMR072W	3810.1362331204
YMR073C	450.486391395
YMR074C	2548.8607545617
YMR075W	486.1322481776
YMR076C	7721.276913775
YMR077C	936.7759726021
YMR079W	84293.6451667773
YMR080C	6093.1566336359
YMR083W	11648.7355125747
YMR089C	11466.0213183256
YMR090W	704.4806631731
YMR091C	3507.9587258202
YMR092C	11117.1760117078
YMR093W	357.9774132475
YMR097C	1629.8915548926
YMR098C	2431.8029498398
YMR099C	8578.8109649844
YMR100W	124.5101173897
YMR102C	538.4095771344
YMR104C	1308.9672167951
YMR105C	3790.2213958606
YMR106C	357.9774132475
YMR107W	258.9158930092
YMR108W	31880.1931894306
YMR109W	2277.4651300666
YMR110C	2926.1144859211
YMR111C	238.0117922074
YMR112C	395.6283435379
YMR113W	2337.1281790302
YMR115W	8965.9199128082
YMR116C	333111.902915461
YMR117C	1746.0733400771
YMR120C	60864.7948028228
YMR121C	720.5172912198
YMR122W-A	49466.8032446205
YMR123W	5750.4364493599
YMR124W	166.3923354344
YMR125W	11256.3132091454
YMR126C	1197.6594091073
YMR128W	1997.6522466363
YMR129W	3410.9687579253
YMR132C	3060.232559141
YMR134W	2948.5732824727
YMR135C	639.376548517
YMR137C	258.9158930092
YMR138W	468.3946500874
YMR139W	6988.3086143112
YMR140W	555.5490567277
YMR142C	54164.6726026255
YMR143W	33822.8288362019
YMR144W	2120.4475519877
YMR145C	4931.9433778957
YMR146C	2404.7531699435
YMR148W	921.7759599044
YMR149W	8450.9566105644
YMR152W	6535.9823372006
YMR153W	2059.2801982614
YMR154C	432.3971638247
YMR157C	1707.5683474583
YMR159C	572.556510114
YMR160W	279.4032573719
YMR161W	1835.1038353991
YMR163C	736.4646183164
YMR165C	3910.1937474524
YMR166C	2059.2801982614
YMR167W	319.3003892695
YMR168C	1903.4499725889
YMR169C	172.1478323647
YMR170C	2071.5498589062
YMR171C	655.8032161618
YMR172W	148.8112425442
YMR175W	2301.3769842313
YMR176W	258.9158930092
YMR177W	6488.9174077474
YMR178W	3890.1180126915
YMR181C	720.5172912198
YMR182C	1225.7221759237
YMR183C	1720.4273891027
YMR184W	1267.5166553821
YMR186W	132053.415209579
YMR188C	2813.1584643466
YMR189W	12045.2979351112
YMR192W	2010.0156923387
YMR193W	4011.051030698
YMR194W	31591.8837592479
YMR195W	4051.6161456696
YMR196W	2223.4303716089
YMR198W	98.9415232018
YMR199W	319.3003892695
YMR200W	2360.885972901
YMR201C	1025.559691608
YMR202W	2641.5396274417
YMR204C	639.376548517
YMR205C	90209.5028003153
YMR207C	395.6283435379
YMR208W	3303.6010763948
YMR209C	981.4205090352
YMR212C	1668.843655697
YMR213W	783.7988872508
YMR214W	8260.2947760189
YMR215W	16446.9818889442
YMR216C	2420.0199382761
YMR218C	432.3971638247
YMR220W	79.6715460259
YMR222C	1069.2258916953
YMR223W	1025.559691608
YMR224C	432.3971638247
YMR225C	1564.4434529865
YMR226C	3214.8608473352
YMR227C	1054.7212022
YMR228W	9384.6209653613
YMR229C	8862.173907871
YMR230W	7646.9660356621
YMR231W	1197.6594091073
YMR233W	2360.885972901
YMR234W	148.8112425442
YMR235C	52245.5819439616
YMR236W	6583.1525195966
YMR237W	3464.9364609705
YMR238W	2948.5732824727
YMR239C	4973.6229784987
YMR240C	1833.7770718314
YMR241W	2926.1144859211
YMR242C	54255.4298002941
YMR243C	8197.041146697
YMR244C-A	720.5172912198
YMR246W	31189.6170512655
YMR247C	222.0268075517
YMR250W	1197.6594091073
YMR251W-A	6139.3149860266
YMR252C	172.1478323647
YMR255W	2733.407425895
YMR256C	639.376548517
YMR257C	538.4095771344
YMR258C	3082.4407404929
YMR259C	7108.8905546267
YMR260C	35104.4726716506
YMR261C	13465.1298442615
YMR262W	124.5101173897
YMR263W	704.4806631731
YMR264W	589.4377909277
YMR267W	194.7116977248
YMR268C	672.1270087993
YMR271C	814.9573717329
YMR272C	3291.4732243931
YMR273C	279.4032573719
YMR275C	486.1322481776
YMR276W	3930.3014722822
YMR277W	6545.4480884073
YMR278W	4964.3617333814
YMR282C	2676.0828322888
YMR283C	258.9158930092
YMR284W	891.5894029485
YMR285C	3573.3091406546
YMR286W	1197.6594091073
YMR287C	1069.2258916953
YMR288W	521.1316998811
YMR289W	768.1027686178
YMR290W-A	216.6344940172
YMR291W	10158.4126552552
YMR293C	486.1322481776
YMR295C	10785.444724807
YMR296C	22379.4587492044
YMR297W	44049.7606888964
YMR299C	1169.4302239778
YMR300C	18686.6510097789
YMR301C	3246.8232042295
YMR302C	5259.0655759834
YMR303C	1616.8555807358
YMR304W	2813.1584643466
YMR305C	10484.1082578384
YMR307W	12359.7529322019
YMR308C	15514.6557388539
YMR309C	78886.6580195968
YMR310C	2537.2166860902
YMR311C	3443.3749337974
YMR313C	3214.8608473352
YMR314W	7205.8150518865
YMR315W	9596.1792968142
YMR316W	736.4646183164
YMR318C	21692.813414752
YMR319C	572.556510114
YNL001W	1720.4273891027
YNL002C	7721.276913775
YNL003C	521.1316998811
YNL004W	1985.2695217318
YNL005C	2289.4289106124
YNL006W	589.4377909277
YNL007C	20306.1317178384
YNL010W	12618.8940737135
YNL011C	1098.0882582037
YNL014W	124.5101173897
YNL016W	49577.1142402834
YNL020C	1551.2716815962
YNL021W	3049.1132644576
YNL022C	921.7759599044
YNL023C	589.4377909277
YNL024C	1758.8607802603
YNL027W	1155.2513414061
YNL029C	450.486391395
YNL030W	680598.995612038
YNL031C	248467.878712822
YNL032W	4071.9460744903
YNL033W	395.6283435379
YNL035C	3970.6126431524
YNL036W	2325.2264986127
YNL037C	10484.1082578384
YNL040W	1471.6358688915
YNL041C	1720.4273891027
YNL044W	5503.051334862
YNL045W	5592.6192669301
YNL046W	704.4806631731
YNL047C	2606.8824065397
YNL048W	3137.786350007
YNL049C	1720.4273891027
YNL051W	468.3946500874
YNL052W	3671.4144529815
YNL053W	538.4095771344
YNL056W	4527.0712077373
YNL059C	2169.0631860444
YNL061W	18696.9620553056
YNL062C	2578.7755350559
YNL063W	13200.6865430899
YNL064C	118525.395737111
YNL066W	24656.1885470084
YNL067W	76022.193679706
YNL068C	655.8032161618
YNL070W	3247.7503479427
YNL071W	5436.170201652
YNL072W	622.8430059684
YNL073W	2277.4651300666
YNL077W	124.5101173897
YNL078W	503.7084662699
YNL079C	3060.232559141
YNL080C	936.7759726021
YNL081C	258.9158930092
YNL082W	521.1316998811
YNL083W	1169.4302239778
YNL084C	2606.8824065397
YNL085W	3432.5814334175
YNL086W	194.7116977248
YNL087W	2630.000000118
YNL088W	5727.807925802
YNL090W	3870.0743306775
YNL091W	216.6344940172
YNL092W	951.7158018827
YNL093W	830.424216702
YNL094W	2289.4289106124
YNL096C	43518.8564544324
YNL097C	3247.7503479427
YNL098C	19805.9524390452
YNL099C	2313.3094733387
YNL100W	5458.4357482114
YNL102W	1054.7212022
YNL103W	1295.1875435962
YNL104C	6630.4276675128
YNL107W	258.9158930092
YNL108C	1948.0038456371
YNL110C	4276.9681590959
YNL111C	5391.7238212307
YNL112W	33100.1345764715
YNL113W	8681.5217142422
YNL116W	1746.0733400771
YNL118C	8527.5978501304
YNL119W	2858.4753648725
YNL121C	45289.1078221236
YNL123W	3148.8259239221
YNL124W	1809.7795884532
YNL126W	56.8663855886
YNL127W	1083.6812483905
YNL129W	1458.2587545042
YNL130C	981.4205090352
YNL131W	6606.7769907424
YNL133C	468.3946500874
YNL134C	3486.4642875422
YNL135C	43307.0540745306
YNL136W	299.5191020804
YNL137C	3269.6301719607
YNL138W	8758.8028877095
YNL139C	521.1316998811
YNL140C	1590.7038243054
YNL141W	20675.3770604199
YNL143C	238.0117922074
YNL147W	3071.3416994333
YNL148C	655.8032161618
YNL153C	7474.4430136834
YNL154C	6162.4346023203
YNL155W	4276.9681590959
YNL156C	3389.3215771565
YNL158W	6940.2551691066
YNL161W	450.486391395
YNL162W	13642.3256790871
YNL162W-A	395.6283435379
YNL163C	7770.9410366439
YNL167C	503.7084662699
YNL168C	2548.8607545617
YNL169C	1083.6812483905
YNL172W	177.8553130605
YNL173C	1239.6929463183
YNL175C	3830.0833773403
YNL177C	1809.7795884532
YNL178W	146333.974113556
YNL180C	2181.1741432305
YNL181W	13909.4609600113
YNL183C	284.4654818507
YNL184C	622.8430059684
YNL185C	3192.8874471019
YNL189W	2791.0151223366
YNL190W	1377.3307374126
YNL191W	7303.1452291351
YNL197C	5727.807925802
YNL200C	1377.3307374126
YNL201C	7012.3738318688
YNL206C	11144.9605311556
YNL207W	10348.0148337665
YNL209W	103902.039591728
YNL212W	3497.2156609059
YNL213C	1155.2513414061
YNL214W	655.8032161618
YNL215W	1471.6358688915
YNL216W	4387.614706778
YNL218W	1183.5659892807
YNL220W	56792.6123840881
YNL221C	845.8189247369
